#separator:tab
#html:true
back		noun	A1	Oxford_3000 informal formal British_English disapproving both_informal often_disapproving North_American_English especially_British_English humorous figurative saying Body Difficulty_and_failure Success	the part of the human body that is on the opposite side to the chest, between the neck and the tops of the legs; the part of an animal’s body that corresponds to this | the row of bones in the middle of the back | the part or area of something that is furthest from the front | the part of a piece of paper, etc. that is on the opposite side to the one that has information or the most important information on it | the last few pages of a book, etc. | the part of a chair, etc. against which you lean your back | used to describe furniture that has the type of back mentioned | a player whose main role is to defend their team’s goal	He was lying on his back on the sofa. | She broke her back in a riding accident. | She was hit on the back of the head . | Take a card and write your name on the back. | The index is at the back of the journal. |  | a high-backed sofa | 	at/in the back of your mind : if a thought, etc. is at the back of your mind , you are aware of it but it is not what you are mainly thinking about ; At the back of my mind was a small, warning voice, telling me it was wrong. ; The problem was always at the back of my mind. | somebody's back is turned : when somebody's back is turned they are not present and not able to see what is happening ; Officers are ready to issue a parking ticket as soon as a driver's back is turned. | the back of beyond : a place that is a long way from other houses, towns, etc. ; We stayed in some farmhouse in the back of beyond. | (on the) back of an envelope : used to talk about planning or calculating something in a way that is not detailed, exact or complete ; We added up our savings on the back of an envelope. ; back-of-the-envelope calculations | back to back : if two people stand or sit back to back , they stand or sit with their backs facing or touching each other ; The children sat back to back so they couldn't see each others' drawings. | back to back : if two or more things happen back to back , they happen one after the other ; The team had to play three games back to back. | back to front : if you put on a piece of clothing back to front , you make a mistake and put the back where the front should be ; I think you've got that sweater on back to front. | be glad, etc. to see the back of somebody/something : to be happy that you will not have to deal with or see somebody/something again because you do not like them or it ; Was I pleased to see the back of her! ; I can’t wait to see the back of that old car. | behind somebody’s back : without somebody’s knowledge or permission ; Have you been talking about me behind my back? ; They went ahead and sold it behind my back. ; People say bad things about him behind his back, but never to his face. | be on somebody’s back : to keep asking or telling somebody to do something that they do not want to do, in a way that they find annoying ; He’s still on my back about that money I borrowed. | break the back of something : to finish the largest or most important part of a task ; I want to break the back of this translation before the weekend. | cover your back : to realize that you may be blamed or criticized for something later and take action to avoid this ; Get everything in writing in order to cover your back. | get/put somebody’s back up : to annoy somebody ; That sort of attitude really gets my back up! | get off somebody’s back : to stop annoying somebody, for example by criticizing them, or asking them to do something ; Just get off my back, will you! | have (got) somebody’s back : to protect and support somebody ; Don't worry, I've got your back. ; I’m loyal and I’ve got your back. | have your back to the wall : to be in a difficult situation in which you are forced to do something but are unable to make the choices that you would like ; We had our backs to the wall with no choice but to sell. | have eyes in the back of your head : to be aware of everything that is happening around you, even things that seem difficult or impossible to see ; You can’t get away with anything in her class. She has eyes in the back of her head. | know somebody/something inside out | know somebody/something like the back of your hand : to be very familiar with somebody/something ; This is where I grew up. I know this area like the back of my hand. | the last/final straw | the straw that breaks the camel’s back : the last in a series of bad events, etc. that makes it impossible for you to accept a situation any longer | make a rod for your own back : to do something that will cause problems for you in the future | off the back of something : immediately after something ; They come into this game off the back of a 1–0 defeat to Chelsea. | off/on the back of something : as a result of an achievement or a success ; The profits growth came on the back of a 26 per cent rise in sales. | off the back of a lorry : goods that fell off the back of a lorry were probably stolen. People say or accept that they came ‘ off the back of a lorry ’ to avoid saying or asking where they really came from. | (flat) on your back : in bed because you are ill ; She's been flat on her back for over a week now. ; The UK market was flat on its back (= business was very bad) . | a pat on the back (for something/for doing something) : praise or approval for something that you have done well ; He deserves a pat on the back for all his hard work. ; Give yourself a pat on the back! | pat somebody/yourself on the back : to praise somebody or yourself for doing something well | push something to the back of your mind : to try to forget about something unpleasant ; I tried to push the thought to the back of my mind. | put your back into something : to use a lot of effort and energy on a particular task | the shirt off somebody’s back : anything that somebody has, including the things they really need themselves, that somebody else takes from them or they are willing to give ; He was the type of person who would give you the shirt off his back. | a stab in the back : an act that harms somebody, done by a person they thought was a friend ; Her refusal to support his campaign was a real stab in the back. | stab somebody in the back : to do or say something that harms somebody who trusts you | turn your back : to turn so that you are facing in the opposite direction | turn your back on somebody/something : to move so that you are standing or sitting with your back facing somebody/something ; When on stage, try not to turn your back on the audience. | turn your back on somebody/something : to reject somebody/something that you have previously been connected with ; She turned her back on them when they needed her. ; More and more people are turning their backs on meat and becoming vegetarians or vegans. ; She decided to turn her back on Paris and return home. | watch your back : to protect yourself against danger ; She'd better watch her back if she wants to hold onto the top job. | (like) water off a duck’s back : used to say that something, especially criticism, has no effect on somebody/something ; I can't tell my son what to do; it's water off a duck's back with him. | you scratch my back and I’ll scratch yours : used to say that if somebody helps you, you will help them, even if this is unfair to others					
backdrop		noun	C1	Oxford_5000 Film_and_theatre	everything that can be seen around an event or scene | the general conditions in which an event takes place, which sometimes help to explain that event | a painted piece of cloth that is hung behind the stage in a theatre as part of the scenery	The mountains provided a dramatic backdrop for our picnic. | Her comments came against the backdrop of growing demand for vaccines. | She was an artist who designed backdrops for movies and stage plays.				|	[sound:cambridge_uk_backdrop.mp3]	[sound:cambridge_us_backdrop.mp3]
background		noun	A2	Oxford_3000 OPAL_written Family_and_relationships People_in_society Art	the details of a person’s family, education, experience, etc. | the circumstances or past events that help explain why something is how it is; information about these | the part of a picture, photograph or view behind the main objects, people, etc. | a position in which people are not paying attention to somebody/something or not as much attention as they are paying to somebody/something else | a colour or design on which something is painted, drawn, etc. | used to refer to tasks or processes that the user is not actively working on at the present time	somebody's ethnic/genetic/cultural background | I'm including a little background information on the situation. | a photograph with trees in the background | The camerawork, the background music and the locations all contribute to the mood of the film. | The name of the company is written in red on a white background. | Programs can be left running in the background.	merge into the background : to behave quietly when you are with a group of people so that they do not notice you					
backing		noun	C1	Oxford_5000 Business Money Music	help and support from somebody to do something; financial support for something | material attached to the back of something in order to protect it or make it stronger | music that goes with the main singer or tune	The police gave the proposals their full backing. | Remove the backing paper from the adhesive tape. | a backing group/singer/track				support | support | support	[sound:cambridge_uk_backing.mp3]	[sound:cambridge_us_backing.mp3]
backup		noun	C1	Oxford_5000 computing Crime_and_punishment Computers	extra help or support that you can get if necessary | a copy of a file, etc. that can be used if the original is lost or damaged	The police had backup from the army. | Always make a backup of your work.				|	[sound:cambridge_uk_backup.mp3]	[sound:cambridge_us_backup.mp3]
backwards		adverb	B1	Oxford_3000 North_American_English British_English especially_British_English informal	towards a place or position that is behind | in the opposite direction to the usual one | towards a worse state | if you put on a piece of clothing backwards , you make a mistake and put the back where the front should be	I lost my balance and fell backwards. | ‘Ambulance’ is written backwards so you can read it in the mirror. | I felt that going to live with my parents would be a step backwards. | 	backward(s) and forward(s) : from one place or position to another and back again many times ; She rocked backwards and forwards on her chair. ; The film skips backwards and forwards through time. | bend/lean over backwards (to do something) : to make a great effort, especially in order to be helpful or fair ; I've bent over backwards to help him. | know somebody/something backwards : to know somebody/something extremely well ; She must know the play backwards by now.					
bacteria		noun	B2	Oxford_3000 Biology	the simplest and smallest forms of life. Bacteria exist in large numbers in air, water and soil, and also in living and dead creatures and plants, and are often a cause of disease.	Neither chilling nor freezing kills all bacteria.						
bad		adjective	A1	Oxford_3000 especially_North_American_English slang informal humorous ironic old-fashioned Weather Personal_qualities Health_problems Feelings	unpleasant; full of problems | of poor quality; below an acceptable standard | serious; severe | not appropriate in a particular situation | morally unacceptable | not behaving well | not able to do something well or in an acceptable way | harmful; causing or likely to cause damage | not healthy; painful | not safe to eat because it has decayed (= started to be destroyed by natural processes) | the state of feeling annoyed or angry | to feel guilty or sorry about something | to feel or look ill | good; excellent	I have some bad news for you, I'm afraid. | I thought it was a very bad article. | You're heading for a bad case of sunburn. | I know that this is a bad time to ask for help. | The hero gets to shoot all the bad guys. | Have you been a bad boy? | a bad teacher | Those shoes are bad for her feet. | I've got a bad back. | Put the meat in the fridge so it doesn't go bad . | It put me in a bad mood for the rest of the day. | She felt pretty bad about leaving him. | I'm afraid I'm feeling pretty bad. | 	can’t be bad : used to try to persuade somebody to agree that something is good ; You'll save fifty dollars, which can't be bad, can it? | have got it bad : to be very much in love ; You're not seeing him again tonight, are you? That's five times this week—you've got it bad! | not bad : quite good; better than you expected ; ‘How are you?’ ‘Not too bad.’ ; That wasn't bad for a first attempt. | too bad : used to say ‘bad luck’ or ‘it’s a shame’ when you do not really mean it ; If sometimes they're the wrong decisions, too bad. | too bad : a shame; a pity ; Too bad every day can't be as good as this. | too bad : annoying ; Really, it was too bad of you to be so late.					
badge		noun	B2	Oxford_5000 British_English North_American_English Clothes_and_Fashion	a small piece of metal or plastic, with a design or words on it, that a person wears or carries to show that they belong to an organization, support something, have achieved something, have a particular rank, etc. | a piece of material that you sew onto clothes as part of a uniform | a symbol of a particular quality or status	She wore a badge saying ‘Vote for Coates’. | the school badge | He saw his injuries as a badge of honour.				emblem | emblem | emblem	[sound:cambridge_uk_badge.mp3]	[sound:cambridge_us_badge.mp3]
badly		adverb	A2	Oxford_3000 Difficulty_and_failure	without skill or care | not successfully | not in an acceptable way | used to emphasize how serious a situation or an event is | used to emphasize how much you want, need, etc. somebody/something | in a way that makes people get a bad opinion about something | to feel sorry or ashamed about something	to play/sing badly | Things have been going badly . | to behave/sleep badly | badly damaged/injured/hurt | The building is badly in need of repair. | The economic crisis reflects badly on the government's policies. | She felt badly about what she had done.						
bag		noun	A1	Oxford_3000 British_English informal especially_British_English North_American_English Shopping Clothes_and_Fashion Feelings	a container made of cloth, leather, plastic or paper, used to carry things in, especially when shopping or travelling | a bag or case that you take when you are travelling; a piece of luggage | the amount contained in a bag | a large amount or a large number of something | dark circles or loose folds of skin under the eyes, as a result of getting old or lack of sleep | an offensive word for an older woman who you think is unpleasant or angry | all the birds, animals, etc. shot or caught on one occasion	He was carrying a heavy bag of groceries. | I packed my bags and left for the airport. | She ate a bag of chips. | Get in! There's bags of room. |  |  | We got a good bag today.	(not) somebody’s bag : (not) something that you are interested in or good at ; Poetry isn't really my bag. | bag and baggage : with all your possessions, especially secretly or suddenly ; He threw them out onto the street, bag and baggage. | a bag of bones : a very thin person or animal ; The cat hadn’t been fed for weeks and was just a bag of bones. | a bag/box of tricks : a set of methods or equipment that somebody can use ; Hotel managers are using a whole new bag of tricks to attract their guests. | be a bag/bundle of nerves : to be very nervous ; By the time of the interview, I was a bundle of nerves. | be in the bag : if something is in the bag , it is almost certain to be won or achieved | leave somebody holding the bag : to suddenly make somebody responsible for something important, such as finishing a difficult job, that is really your responsibility ; You two were going to fly off and leave me holding the bag. | let the cat out of the bag : to tell a secret carelessly or by mistake ; I wanted it to be a surprise, but my sister let the cat out of the bag. | pack your bags : to leave a person or place permanently, especially after an argument | pull it/something out of the bag : to succeed in doing something difficult by making an extra effort or doing something clever or surprising ; We managed to pull it out of the bag despite not being at our best for most of the game.					
bail		noun	C1	Oxford_5000 especially_North_American_English especially_US_English British_English North_American_English Law_and_justice Money Sports:_ball_and_racket_sports	money that somebody agrees to pay if a person accused of a crime does not appear at their trial. When bail has been arranged, the accused person is allowed to go free until the trial. | either of the two small pieces of wood on top of each set of three wooden posts (called stumps )	Can anyone put up bail for you? | 	jump/skip bail : to fail to appear at your trial after you have paid money to be allowed to go free until the trial ; He skipped bail and went on the run for two weeks.			bond | bond | bond	[sound:cambridge_uk_bail.mp3]	[sound:cambridge_us_bail.mp3]
bake		verb	B1	Oxford_3000 British_English North_American_English especially_North_American_English informal Cooking_and_eating	to cook food in an oven without extra fat or liquid; to be cooked in this way | to become hard when heated; to make something hard by heating it | to be or become very hot	to bake bread/biscuits/cookies | The bricks are left in the kiln to bake. | We sat baking in the sun.						
balance		noun	B1	Oxford_3000 OPAL_written formal Money Feelings	a situation in which different things exist in equal, correct or good amounts | the ability to keep steady with an equal amount of weight on each side of the body | the amount that is left after taking numbers or money away from a total | an amount of money still owed after some payment has been made | the largest part of a group or an amount; the position of advantage or attention | an instrument for weighing things, with a bar that is supported in the middle and has dishes hanging from each end	Try to maintain a good balance of carbohydrates and protein in your diet. | Athletes need a good sense of balance. | to check your bank balance (= to find out how much money there is in your account) | The balance of $500 must be paid within 90 days. | The balance of opinion was that work was more important than leisure. | 	(on) the balance of evidence/probability : (considering) the evidence on both sides of an argument, to find the most likely reason for or result of something ; The balance of evidence suggests the Liberal party's decline began before the First World War. ; The coroner thought that on the balance of probabilities, the pilot had suffered a stroke just before the crash. | (be/hang) in the balance : if the future of something/somebody, or the result of something is/hangs in the balance , it is not certain ; The long-term future of the space programme hangs in the balance. ; Tom’s life hung in the balance for two weeks as he lay in a coma. | (catch/throw somebody) off balance : to make somebody unsteady and in danger of falling ; I was thrown off balance by the sudden gust of wind. ; The sudden movement threw him off balance. | (catch/throw somebody) off balance : to make somebody surprised and no longer calm ; The senator was clearly caught off balance by the unexpected question. | on balance : after considering all the information ; On balance, the company has had a successful year. | redress the balance : to make a situation equal or fair again ; For years poorer children have had to put up with a lower quality education, and now is the time to redress the balance. | strike a balance (between A and B) : to manage to find a way of being fair to two things that are opposed to each other; to find an acceptable position that is between two things ; We need to strike a balance between these conflicting interests. | tip the balance/scales : to affect the result of something in one way rather than another ; In an interview, smart presentation can tip the balance in your favour. ; New evidence tipped the balance against the prosecution.					
balanced		adjective	B2	Oxford_5000 Cooking_and_eating	keeping or showing a balance so that different things or different parts of something exist in equal or correct amounts	The programme presented a balanced view of the two sides of the conflict.				fair	[sound:cambridge_uk_balanced.mp3]	[sound:cambridge_us_balanced.mp3]
ball		noun	A1	Oxford_3000 informal US_English North_American_English especially_North_American_English Sports:_ball_and_racket_sports Games_and_toys Body Personal_qualities	a round object used for throwing, hitting or kicking in games and sports | a round object or a thing that has been formed into a round shape | a kick, hit or throw of the ball in some sports | a throw by the pitcher that is outside the strike zone (= the area between the batter's upper arms and knees) | the part below the big toe or the thumb | a testicle | a large formal party with dancing	a golf/tennis/bowling/soccer ball | The sun was a huge ball of fire low on the horizon. | He sent over a high ball. |  |  |  | She met him at the ball.	a ball and chain : a problem that prevents you from doing what you would like to do ; The responsibility was a ball and chain around my ankle. | the ball is in your/somebody’s court : it is your/somebody’s responsibility to take action next ; They've offered me the job, so the ball's in my court now. | a ball of energy/fire : a person who is full of energy and enthusiasm | carry the ball : to take responsibility for getting something done ; My co-worker was sick, so I had to carry the ball. | drop the ball : to make a mistake and cause something that you are responsible for to fail ; Let’s not drop the ball on this. | get/set/start/keep the ball rolling : to make something start happening; to make sure that something continues to happen | have a ball : to enjoy yourself a lot | have something/a lot on the ball : to be capable of doing a job very well; to be intelligent | keep your eye on the ball : to continue to give your attention to what is most important | (be) on the ball : to be aware of and understand what is happening and be able to react quickly ; The new publicity manager is really on the ball. | pick up/take the ball and run with it : to develop an idea or plan that already exists ; It's up to the private sector to take the ball and run with it. ; The mainstream media will pick up the ball and run with it. ; a challenge to other universities to pick up the ball and run with it | play ball (with somebody) : to play with a ball ; Chris was in the park playing ball with the kids. | play ball (with somebody) : to be willing to work with other people in a helpful way, especially so that somebody can get what they want ; We contacted the airline about a refund but they wouldn’t play ball. | the whole ball of wax : the whole thing; everything ; I panicked, I cried—the whole ball of wax.					
ballet		noun	B2	Oxford_5000 Film_and_theatre	a style of dancing that tells a dramatic story with music but no talking or singing | a story or work of art performed by a group of ballet dancers | a group of dancers who work and perform ballet together	She wants to be a ballet dancer . | ‘Swan Lake’ is one of the great classical ballets. | members of the Royal Ballet				stage show | stage show | stage show	[sound:cambridge_uk_ballet.mp3]	[sound:cambridge_us_ballet.mp3]
balloon		noun	B2	Oxford_5000 informal British_English Games_and_toys Transport_by_air Difficulty_and_failure	a small bag made of very thin rubber that becomes larger and rounder when you fill it with air or gas. Balloons are brightly coloured and used as decorations or toys. | a large balloon made of strong material that is filled with hot air or gas to make it rise in the air, usually carrying a basket for passengers	to blow up/burst/pop a balloon | We went up in a balloon.	go down like a lead balloon : to be very unsuccessful; to not be accepted by people ; My suggestion went down like a lead balloon. | when the balloon goes up : when the trouble that you are expecting begins ; We have to get out of here before the balloon goes up!			air-filled bag | air-filled bag | air-filled bag | air-filled bag	[sound:cambridge_uk_balloon.mp3]	[sound:cambridge_us_balloon.mp3]
ballot		noun	C1	Oxford_5000 especially_North_American_English especially_British_English North_American_English British_English British_English_also Politics	the system of voting in writing and usually in secret; an occasion on which a vote is held | the piece of paper on which somebody marks who they are voting for | the total number of votes in an election	The chairperson is chosen by secret ballot . | What percentage of eligible voters cast their ballots ? | She won 58.8% of the ballot.				vote | vote | vote	[sound:cambridge_uk_ballot.mp3]	[sound:cambridge_us_ballot.mp3]
ban		verb	B1	Oxford_3000 British_English	to decide or say officially that something is not allowed | to order somebody not to do something, go somewhere, etc., especially officially	This law bans the use of dangerous pesticides. | He was banned from the meeting.						
banana		noun	A1	Oxford_3000 slang Food Feelings	a long curved fruit with a thick yellow skin and that is soft inside, which grows on trees in hot countries	a bunch of bananas	go bananas : to become angry, crazy or silly ; He'll go bananas when he finds out. ; The British press has gone bananas, proclaiming the end of civilization as we know it.					
band		noun	A1	Oxford_3000 Music Family_and_relationships TV,_radio_and_news	a small group of musicians who play popular music together, often with a singer or singers | a group of musicians who play brass and percussion instruments | a group of people who do something together or who have the same ideas, interests or achievements | a thin flat piece or circle of any material that is put around things, for example to hold them together or to make them stronger | a line of colour or material on something that is different from what is around it | a range of radio waves | a range of numbers, ages, prices, etc. within which people or things are counted or measured	a rock/punk/jazz band | a military band | a band of outlaws/rebels | She always ties her hair back in a band. | a white plate with a blue band around the edge | Short-wave radio uses the 20–50-metre band. | the 25–35 age band						
bank		noun	A1	Oxford_3000 British_English informal humorous Money Geography Transport_by_car_or_lorry Weather	an organization that provides various financial services, for example keeping or lending money | a supply of money or things that are used as money in some games, especially those in which gambling is involved | an amount of something that is collected; a place where something is stored ready for use | a place or container where something may be placed for recycling | the side of a river, canal , etc. and the land near it | a raised area of ground that slopes at the sides, often at the edge of something or dividing something | an artificial slope built at the side of a road, so that cars can drive fast around bends | a mass of cloud, snow, etc., especially one formed by the wind | a row or series of similar objects, especially machines	I don't have much money in the bank at the end of the month. |  | a bank of knowledge | Take old clothes and shoes to the local recycling bank. | We strolled along the river bank . | There were low banks of earth between the rice fields. |  | The sun disappeared behind a bank of clouds. | a bank of lights/computers	the Bank of Mum and Dad : financial support from your parents, especially when you are an adult ; Without support from the Bank of Mum and Dad, they could find themselves locked out of the housing market. | laugh all the way to the bank : to make a lot of money easily and feel very pleased about it | not break the bank : if you say something won’t break the bank , you mean that it won’t cost a lot of money, or more than you can afford ; We can just get a sandwich if you want—that won’t break the bank.					
banner		noun	C1	Oxford_5000 Phones,_email_and_the_internet Business	a long piece of cloth with a message on it that is carried between two poles or hung in a public place to show support for something | a title or advertisement across the top or bottom or down the side of a page on the internet	A huge banner over the street said ‘Welcome home’. | They put up a website banner advising customers to order early.	under the banner (of something) : claiming to support a particular set of ideas ; They fought the election under the banner of ‘No new taxes’. | under the banner (of something) : as part of a particular group or organization ; Troops are in the country under the banner of the United Nations.			standard | standard | standard | standard	[sound:cambridge_uk_banner.mp3]	[sound:cambridge_us_banner.mp3]
bar		noun	A2	Oxford_3000 British_English humorous North_American_English North_American_English_also informal Australian_English New_Zealand_English Drinks Music Law_and_justice	a place where you can buy and drink alcoholic and other drinks | a place in which a particular kind of food or drink is the main thing that is served | a long wide wooden surface where drinks, etc. are served | a piece of something with straight sides | a long straight piece of metal or wood. Bars are often used to stop somebody from getting through a space. | a long narrow area at the edge of a computer screen that contains links or pull-down menus or displays information about the website or program that you are using | the crossbar of a goal | a band of colour or light | a thing that stops somebody from doing something | one of the short sections of equal length that a piece of music is divided into, and the notes that are in it | the profession of barrister (= a lawyer in a higher court) | the profession of any kind of lawyer | a unit for measuring the pressure of the atmosphere, equal to a hundred thousand newtons per square metre | a piece of metal with wire wrapped around it that becomes red and hot when electricity is passed through it	We arranged to meet in a bar called the Flamingo. | a sushi bar | She was sitting at the bar. | a bar of chocolate/soap | He smashed the window with an iron bar . |  | His shot hit the bar. | Bars of sunlight slanted down from the tall narrow windows. | At that time being a woman was a bar to promotion in most professions. | four beats to the bar | to be called to the Bar (= allowed to work as a qualified barrister ) |  |  | Switch another bar on if you’re cold.	behind bars : in prison ; The murderer is now safely behind bars. | lower the bar : to set a new, lower standard of quality or performance ; In the current economic climate we may need to lower the bar on quotas. | not have a bar of something : to have nothing to do with something ; If he tries to sell you his car, don't have a bar of it. | raise the bar : to set a new, higher standard of quality or performance ; The factory has raised the bar on productivity, food safety and quality. ; This latest computer game raises the bar for interface design. ; The awards go to people who have truly raised the bar. ; Perhaps the new admission requirements raised the bar too high. | set the bar : to set a standard of quality or performance ; The show really sets the bar for artistic invention. ; Sofia sets the bar very high for what she expects of herself.					
bare		adjective	C1	Oxford_5000 British_English formal	not covered by any clothes | not covered with leaves; without plants or trees | not covered with or protected by anything | empty | just enough; the most basic or simple	She likes to walk around in bare feet . | The winter sun filtered through the bare branches of the trees. | bare wooden floorboards | The fridge was completely bare. | The family was short of even the bare necessities of life.	the bare bones (of something) : the basic facts ; the bare bones of the story | the cupboard is bare : used to say that there is no money for something ; They are seeking more funds but the cupboard is bare. | lay something bare : to show something that was covered or to make something known that was secret ; Every aspect of their private lives has been laid bare. | with your bare hands : without tools or weapons ; We pulled the wall down with our bare hands. ; He was capable of killing a man with his bare hands.			plain |	[sound:cambridge_uk_bare.mp3]	[sound:cambridge_us_bare.mp3]
barely		adverb	B2	Oxford_5000 Difficulty_and_failure	in a way that is just possible but only with difficulty | in a way that almost does not happen or exist | just; certainly not more than (a particular amount, age, time, etc.) | only a very short time before	He could barely read and write. | She barely acknowledged his presence. | Barely 50% of the population voted. | I had barely started speaking when he interrupted me.				almost not | almost not | almost not | almost not	[sound:cambridge_uk_barely.mp3]	[sound:cambridge_us_barely.mp3]
bargain		noun	B2	Oxford_5000 especially_British_English especially_North_American_English British_English North_American_English informal Shopping Money	a thing bought for less than the usual price | an agreement between two or more people or groups, to do something for each other	I picked up a few good bargains in the sale. | He and his partner had made a bargain to tell each other everything.	drive/strike a hard bargain : to argue in an aggressive way and force somebody to agree on the best possible price or arrangement | into the bargain : also; as well ; Volunteers learn a lot and enjoy themselves into the bargain. ; He's very strong and completely fearless into the bargain. | strike a bargain/deal (with somebody/something) : to make an agreement with somebody in which both sides have an advantage ; Perhaps we could strike a bargain. ; The United States has struck a historic deal with India.			gift | agreement | agreement | gift | agreement	[sound:cambridge_uk_bargain.mp3]	[sound:cambridge_us_bargain.mp3]
barrel		noun	C1	Oxford_5000 informal often_ironic disapproving	a large round container, usually made of wood or metal, with flat ends and, usually, curved sides | the contents of or the amount contained in a barrel ; a unit of measurement in the oil industry equal to between 120 and 159 litres | the part of a gun like a tube through which the bullets are fired	a beer/wine barrel | They got through two barrels of beer. | Tom found himself looking down the barrel of a gun.	a barrel of laughs : a lot of fun ; Life hasn't exactly been a barrel of laughs lately. | be like shooting fish in a barrel : used to emphasize how easy it is to do something ; What do you mean you can't do it? It'll be like shooting fish in a barrel! | lock, stock and barrel : including everything ; He sold the business lock, stock and barrel. | (get/have somebody) over a barrel : (to put/have somebody) in a situation in which they must accept or do what you want ; They've got us over a barrel. Either we agree to their terms or we lose the money. | scrape (the bottom of) the barrel : to have to use things or people that are not the best or most suitable because the ones that were the best or most suitable are no longer available			|	[sound:cambridge_uk_barrel.mp3]	[sound:cambridge_us_barrel.mp3]
barrier		noun	B2	Oxford_3000 OPAL_written British_English US_English North_American_English	an object like a fence that prevents people from moving forward from one place to another | a gate at a car park or railway station that controls when you may go through by being raised or lowered | a problem, rule or situation that prevents somebody from doing something, or that makes something impossible | something that exists between one thing or person and another and keeps them separate | a particular amount, level or number that it is difficult to get past	The crowd had to stand behind barriers. | Scan your ticket at the barrier and it will automatically lift. | the removal of trade barriers | The Yangtze River is a natural barrier to the north-east. | the first player whose earnings passed the $10 million barrier				|  |  |  |	[sound:cambridge_uk_barrier.mp3]	[sound:cambridge_us_barrier.mp3]
base		noun	B1	Oxford_3000 OPAL_written especially_North_American_English British_English_usually informal North_American_English War_and_conflict Sports:_ball_and_racket_sports Difficulty_and_failure	the lowest part of something, especially the part or surface on which it rests or stands | the main place where you live or stay or where a business operates from | a place where an army, a navy , etc. operates from | the people, activity, etc. from which somebody/something gets most of their support, income, power, etc. | the pay that you get before anything extra is added | an idea, a fact, a situation, etc. from which something is developed | the first or main part of a substance to which other things are added | a chemical substance, for example an alkali , that can combine with an acid to form a salt | a number on which a system of counting and expressing numbers is built up, for example 10 in the decimal system and 2 in the binary system | one of the four positions that a player must reach in order to score points	The lamp has a heavy base. | I spend a lot of time in Britain but Paris is still my base. | a military/naval base | These policies have a broad base of support . | All we got was base pay—we didn't reach profitability levels to award a bonus. | She used her family's history as a base for her novel. | a drink with a rum base |  |  | 	cover all the bases : to consider and deal with all the things that could happen or could be needed when you are arranging something ; I am confident this contract covers all the bases. | not get to first base (with something/somebody) : to fail to make a successful start in a project, relationship, etc.; to fail to get through the first stage | off base : completely wrong about something ; If that's what you think, you're way off base. | touch base (with somebody) : to make contact with somebody again					
baseball		noun	A2	Oxford_3000 informal Sports:_ball_and_racket_sports	a game played especially in the US by two teams of nine players, using a bat and ball. Each player tries to hit the ball and then run around four bases before the other team can return the ball. | the ball used in this game	a baseball bat/team/cap/fan/player/game | 	inside baseball : expert knowledge about baseball ; He taught New York baseball fans a good deal of inside baseball. | inside baseball : technical information about any subject ; Readers weren't very interested in the inside baseball of the news business. ; This is inside baseball stuff.					
based		adjective	A2	Oxford_3000 OPAL_written	if one thing is based on another, it uses it or is developed from it | if a person or business is based in a particular place, that is where they live or work, or where the work of the business is done | containing something as an important part or feature	The movie is based on a real-life incident. | We're based in Chicago. | lead-based paints						
basement		noun	B2	Oxford_5000 Houses_and_homes Buildings	a room or rooms in a building, partly or completely below the level of the ground	Kitchen goods are sold in the basement.				cellar	[sound:cambridge_uk_basement.mp3]	[sound:cambridge_us_basement.mp3]
basic		adjective	B1	Oxford_3000 OPAL_written especially_British_English North_American_English_usually	forming the part of something that is most necessary and from which other things develop | of the simplest kind or at the simplest level | necessary and important to all people | before anything extra is added	basic information/facts/ideas | The campsite has only basic amenities. | basic human rights | The basic pay of the average worker has risen by 3 per cent.						
basically		adverb	B2	Oxford_3000 OPAL_spoken	in the most important ways, without considering things that are less important | used when you are giving your opinion or stating what is important about a situation	I think we are basically saying the same thing. | Basically, there's not a lot we can do about it.						
basis		noun	B1	Oxford_3000 OPAL_written	the way things are organized or arranged; how often something happens | the reason why people take a particular action | the important facts, ideas or events that support something and that it can develop from	We are in contact on a regular basis . | She was chosen for the job on the basis of her qualifications. | The basis of a good marriage is trust.						
basket		noun	B2	Oxford_5000 both_especially_North_American_English economics Shopping Sports:_ball_and_racket_sports Success	a container for holding or carrying things. Baskets are made of long thin pieces of material that bends and twists easily, for example plastic, wire or wicker . | the amount contained in a basket | a facility on a website that records the items that you select to buy | the net and the metal ring it hangs from, high up at each end of a basketball court ; a point that is scored by throwing the ball through this net | a number of different goods or currencies	a shopping basket | a basket of fruit | Click to drop items into your shopping basket. | to make/shoot a basket | the value of the rupee against a basket of currencies	put all your eggs in one basket : to rely on one particular course of action for success rather than giving yourself several different possibilities ; I’ve applied for several jobs. I don’t want to put all my eggs in one basket.			handbasket | basketful | handbasket | basketball hoop | handbasket | handbasket	[sound:cambridge_uk_basket.mp3]	[sound:cambridge_us_basket.mp3]
basketball		noun	A2	Oxford_3000 Sports:_ball_and_racket_sports	a game played by two teams of five players, using a large ball which players try to throw into a high net hanging from a ring | the ball used in this game	a basketball game/coach/team/player | to dribble/dunk a basketball						
